41f73ef5	专利,程序,美国,美国专利,研究	NORM,NORM,NEG,NEG,NORM
e11fdb66	贝特瑞,天奈科技,有研新材	POS,POS,POS
8384cb95	碧桂园,高质量,提质控速	POS,POS,POS
6b64add8	都挺好,父母	POS,NORM
c05315ad	增值税,税率	POS,NORM
f3a21297	资本,区块链,红姐	NEG,POS,NEG
3e32781e	餐厅,小程序,微信,网友	NORM,POS,POS,NORM
552146a4	嘀嗒,领军,顺风车	POS,POS,POS
a7fb0641	银行,微信,支付宝	POS,POS,POS
f9c46541	小米,雷军,aiot,重点,手机+aiot,年报	POS,POS,POS,POS,POS,POS
d9c332e8	宇通客车,行业,市场份额	POS,POS,POS
cdbb3518	德国,德意志银行,德国商业银行,e投睿,etoro	POS,POS,POS,POS,POS
7d9046f3	商店,西尔斯,美国	NORM,POS,NEG
dffb536b	房价,楼市	NORM,NORM
6f0bdd10	行长,刘桂平,王祖,王祖继	POS,POS,POS,POS
a9d4ce7c	质量,零件,因素,机械加工	NORM,NORM,NORM,NORM
112bc407	利率,股市,影响,盈利	NORM,NORM,NORM,NORM
3cd54974	白山,王健林,长白山,首富	POS,POS,POS,NORM
b1a02474	个人投资者,科创板,私募产品	NORM,NORM,NORM
c771897f	二手车,电商,二手车电商,张延伟	NORM,POS,NORM,POS
d4ec2bba	仙知机器人,慕尼黑上海电子生产设备展	POS,POS
c7b655f7	南京建工,长安信托,上海信,信托贷款,南京建工集团	NEG,NEG,POS,POS,POS
85a5e499	趣链科技,杭州,独角兽,李伟,榜单	POS,POS,POS,POS,POS
1b480b4e	5g+4k+ai,大会,5g	POS,POS,POS
5311aaf0	电商,两会,李彦宏,马化腾,腾讯	POS,POS,POS,POS,POS
9a02153d	淘宝运营,淘宝	NORM,NORM
ed8ff65d	新加坡交易所,ledger,美元融资	POS,POS,POS
ba76ceb5	科创板,企业,影子股,ipo,名单,拟科创板	NORM,NORM,POS,POS,NORM,NORM
ad14d652	滨州,交警	NEG,NEG
308879e0	tv,拼多多	POS,POS
a66b89f0	燃煤电厂,欧洲,生物质颗粒	NORM,NORM,NORM
bbf93d05	印度,无人机,美国,军事技术,美印,张杰	NEG,POS,POS,POS,POS,POS
fa238e0a	人工智能,t9,慕思,智慧,姚吉庆	POS,POS,POS,POS,POS
c3e1fea4	java,面试题	NORM,NORM
23d97ce6	折叠屏,手机,折叠屏手机,oled,概念股,市场,供应链	NORM,NORM,POS,POS,POS,POS,NORM
1d1ad1cb	南京建工,长安信托	NEG,NEG
87df225a	胜利,···,韩娱瓜	NEG,POS,NEG
b8a65d01	二选一,电子商务法,法律,电商,电商平台	POS,POS,NORM,POS,NORM
021c6330	pcb,黄金,企业	POS,POS,POS
ee0028e3	净利,ipo	NORM,POS
0f62f380	跨链,比特币,eos,稳定币,ccn	NORM,POS,POS,NORM,POS
d89392cb	电池,动力电池,市场,光华科技,新篇章	POS,NORM,POS,POS,POS
8abc63ed	iqoo,颜值控,福音	POS,POS,POS
f789ee3d	洛可可,洛可,想象力大会	POS,POS,POS
81222ed3	macd,指标,macd指标,实战,操盘	POS,POS,NORM,POS,NORM
85ee6f67	洪金宝,林正英	POS,POS
019b46df	学校,青春片,美国	NEG,POS,NEG
8ed497bb	网红经济,315,成本	NORM,POS,NORM
b8c92e18	珍妮,珍妮佛罗培兹,美国,翘臀珍,订婚,明星	NEG,NEG,NEG,NEG,NEG,NEG
2091236a	平台,快速开发平台,net,开发平台	NORM,NORM,NORM,NORM
b122218f	中国,解放军	POS,POS
99f106f7	故障	NORM
1b61818e	吴昕,快乐大本营	POS,POS
02470ebf	苹果,蓝牙耳机,致癌	NEG,NEG,NORM
1102ab31	风电,甲醇	NORM,NORM
3dde8c4b	紧急救援,林超贤,海报,王彦霖,预告,杀青	POS,POS,POS,POS,POS,POS
f500af20	小米,小米集团,市场	POS,POS,POS
23f69ffd	经济学人,gdp,治霾	POS,POS,POS
3e5cde1c	百威,博士,刘小稚,啤酒	POS,POS,POS,POS
7fe0370e	甄子丹,叶问4,马云,美国海	POS,POS,POS,POS
8dfa739c	同程艺龙,财报,上市	POS,POS,POS
fa1623ec	小米,手机,雷军,hk,海鲜生意	POS,NORM,POS,POS,POS
ef604bb3	陈世龙,支付宝,小镇,摩托车	POS,POS,POS,POS
ae5535f2	etc,行业,微信支付,高灯科技,助手,智慧高速优秀案例奖,高灯科技etc助手	POS,POS,POS,POS,POS,POS,POS
c9832eee	人工智能	POS
8ebf09db	市场,投资,黄金,投资市场	NORM,NORM,NORM,NORM
1916eab5	太空探索公司,星船,跳跃者	POS,POS,POS
60736cab	酒店,富力地产,利润,万达集团,万达,集团,王健林,业务	POS,POS,NEG,POS,POS,POS,POS,POS
2aa504cd	俄罗斯,印度,韩国,军火	NEG,NEG,NEG,NEG
98423651	创新工场,验室,张潼,lab,李开复,腾讯ai	POS,POS,POS,POS,POS,POS
ff26692f	中国	POS
e382770a	职场,30岁,创业	POS,POS,POS
5c22a55e	亚马逊,开店攻略,攻略	NORM,NORM,NORM
2320cde2	郭嘉队,金融股,市场	POS,POS,NORM
a25a155d	于谦,电影,老师·好,郭麒麟,上海	POS,POS,POS,POS,POS
edc6fb7c	王俊凯,国家一级演员,粉丝	POS,NORM,NEG
088b5dee	春天,礼物	POS,POS
c9ec760f	小枫,李承鄞,东宫,优酷	POS,POS,POS,POS
258b288a	倪大红,郭京飞,京飞	POS,POS,POS
7d2d2ad6	擦地神器,德国	POS,NEG
043490d6	存款,湖南,余额	POS,POS,POS
7e971dce	艾伦,dc,人间喜剧,雷霆沙赞	POS,POS,POS,POS
f5ab5a8b	vooc,oppo	POS,POS
4a4d9e51	美国,油价,石油,岩油,页岩油,opec+,国际油价	NEG,POS,POS,NORM,POS,POS,POS
7a6ec4ed	机器人,美元,行业,投资	POS,POS,POS,POS
e3ff70c9	开发,app,社交app,互联网	NORM,NORM,NORM,NORM
50fef248	原料,尿素,山东	NEG,NORM,NEG
28d3ffc0	监管,上市公司,科创板	NORM,NORM,NORM
cf6c8657	中国好声音,九江铜锣湾,九江赛区	POS,POS,POS
c5213335	票房,口碑	NORM,NORM
722804b3	净水,温州商会	POS,POS
eb60189b	明玉,苏母,苏明成,都挺好,苏大强	POS,NEG,NEG,POS,NEG
e4a56b20	风机,特点	NORM,NORM
6b228d2f	鱼雷,美国,海军,美军,舰艇	NORM,NEG,NORM,NEG,NORM
ea26cf3d	小米,小米集团,出货量,股价	NEG,NEG,NEG,NEG
fd53c43c	白领,深圳,深圳白领,跳槽行动	NORM,POS,POS,POS
d44fbb0e	徐迪,市场	POS,POS
3d1e965c	直播,亚马逊,淘宝,电商,电商直播,福布斯	NORM,NORM,POS,NORM,POS,POS
12330252	限价,限购,建委,济南楼市	NORM,NORM,NORM,NORM
a0780ad4	社群营销,后台	NORM,NORM
0d039984	小程序,搜索,pc,平台,琢i云商,i云商,icds	NORM,NORM,POS,NORM,NORM,POS,POS
f7f5759e	智慧城市,陈湛匀,金融	POS,POS,POS
20d2acd4	selina,张轩睿,背景,任家萱,女儿们的恋爱	POS,POS,POS,POS,POS
e24be064	李大霄,沪指,深v,楔形	POS,NEG,NORM,POS
540b42d6	sec,美国,加密货币	NORM,NEG,NORM
a5f1010c	沪指,市场,a股	NORM,NORM,POS
65fb842a	刘德华,唱会,演唱会,遗憾	POS,POS,POS,POS
1db15bff	vivo,三摄,全面屏	POS,POS,POS
bd700f17	财政部,房地产税	POS,POS
23ab6497	红魔3,黑鲨,黑鲨2	POS,POS,POS
c8259d4e	任达华,港产片,成龙	POS,POS,POS
eeb7432d	周迅	POS
dcccd02c	王大陆,胜利,韩国,丑闻,事件,一吻定情	NEG,NEG,NEG,NEG,NEG,POS
4ac9775e	amd,stadia,谷歌,股价	NORM,POS,NORM,POS
249b3d6d	骚扰电话,10086,xx	NORM,POS,POS
d4524750	生活,艾伦,人间·喜剧,地狱模式,潘斌龙	POS,POS,POS,POS,POS
1ccaa60b	撒贝宁,张一山,魅力	POS,POS,NEG
dba8f63b	医疗保险,退休年龄,退休	NORM,NEG,NORM
5c9b32d4	信用体系,房多多,消费者	NORM,POS,POS
85f844d0	行业,消费者	NORM,NORM
59929400	比悲伤更悲伤的故事,概率	POS,NORM
4bd15996		
04105a32	物联卡,智能设备,欠费,pos机	NORM,NORM,NORM,NORM
d7c8c035	腾讯,苹果,科技,卡巴斯,卡巴斯基,谷歌云	POS,NEG,POS,POS,POS,POS
75efe9a0	培训,工作,孔子	NORM,NORM,POS
d28bb789	质能方程,能量,质量	NORM,NORM,NORM
9173b33c	股票,股民,股东,炒股,股市	NORM,NORM,NORM,NORM,NORM
fa415738	一体机,触摸屏,产品	NORM,NORM,NORM
31c40d73	5g,延边,时代,5g时代	POS,POS,POS,POS
f54b33af	小微企业,微捷贷,农行,农业银行,余额,金融服务	POS,POS,POS,POS,POS,POS
c34da397	5g,中国移动,5g+,杨杰,计划,5g+计划,董事长	POS,POS,NORM,POS,NORM,NORM,POS
5a20d00d	中债,指数,债券市场,债市	POS,POS,NORM,NORM
adedf528	闫妮,宋宋,春晚	POS,POS,POS
3dcb7047	电销,智能电话机器人,企业	NORM,POS,NORM
d0d2d829	贷款,714高炮	NORM,NEG
c019ddbb	iso9001,企业,质量管理体系,iso9001质量管理体系	NORM,NORM,NORM,NORM
d55b56f1	大型武器,航空母舰,武器	NORM,NORM,NORM
b06ac724	微信,标题表情,表情	NORM,NORM,NORM
d189ce85	流量,原因,干货,拼多多	NORM,NORM,NORM,NEG
9d55b4ed	蔡徐坤,潘长江,张杰,陈晓卿	POS,POS,POS,POS
b3e363e9	抖音,多闪,用户,腾讯,法院,红星	NEG,NEG,NEG,NEG,NEG,NEG
48dae016	便利店,思迅e店通,顾客	NORM,NORM,NORM
122fa151	刘德华,电影	POS,NORM
91be267a	高炮,714高炮,714,魔爪	NEG,NEG,POS,NORM
ad06b33c	法图麦,法图,逆袭	POS,POS,POS
50699557	天猫,入驻,天猫店铺,电商	NORM,POS,POS,NORM
f7284181	iphone,fold,三星,华为	POS,POS,POS,POS
b85122e1	伊能静,少女心,幸福女人	POS,NORM,NORM
52e6de1b	凯特,王妃,梅根,伊丽莎白,孙女	POS,POS,POS,POS,POS
c7499402	天天向上,小五,亚洲	POS,POS,POS
77e2af41	美食,营养	NORM,NORM
195c5795	残疾人	NORM
574b451c	区块链,kakao,公司,服务,区块链服务平台,韩国	POS,POS,POS,POS,POS,POS
c3eb471f	vertu,天猫,宣布,纬图,价格	POS,POS,POS,POS,POS
0dfb4bb2	公证,香港,流程,办理流程	NORM,POS,NORM,NORM
c5e2ea1d	支付,加密数字货币,瑞士	POS,NORM,POS
fb396ca7	责任,动物园,基础,法则	NORM,NORM,NORM,NORM
731dcd6b	油价	NORM
5b908a6d	互联网	NORM
8e8ccf5c	张翰,小胡子,胡子	POS,POS,POS
8f556c98	vue,互联网,web	NORM,NORM,NORM
a82195c0	微信,小程序,名片,微信群	NORM,NORM,POS,NORM
a5b44451	延禧攻略,秦岚,古力娜扎	POS,POS,POS
52eb1c1d	公司,分公司,子公司,区别	NORM,NORM,NORM,NORM
dd87f5c2	谭维维,尚雯婕,王嘉尔	POS,POS,POS
4eae6cf4	逃兵,原籍	NEG,NEG
4a91471e	都挺好,老人,鸡犬	POS,NORM,NORM
a55a803b	中海,销售目标,城市	POS,POS,POS
d33bd7ce	抖音,多闪,法学博士,侵权	NEG,NEG,NEG,NEG
35e7ae71	短信提醒费,银行,风波	POS,NORM,NORM
5722d3b8	价格,二甲苯,px	NORM,NORM,POS
f38ccd23	均线,大盘	NORM,NORM
c4f76e73	巩俐,郎平,中国女排	POS,POS,POS
d5ceba33	许晴,素颜	POS,POS
a48b805a	林心如,紫薇,主题曲,还珠格格	POS,POS,POS,POS
98f471ea	演唱会,亏损	NORM,NORM
9505bb0f	王源	POS
1cede66a	南方电网,子夜,头条	POS,POS,POS
964df784	美图,小米,手机业务,iqoo	NEG,POS,POS,POS
3313af3f	锐龙,amd,bios	NORM,NORM,POS
23917613		
9b74eeb4	王校长,微博,王思聪	NEG,NEG,NEG
59fb5c3e	罗永浩,投资,微博,消息	POS,NORM,NORM,NORM
5aebfc23	tfbays,王源	NORM,NORM
b0caf6de	王耀庆,台湾,地人	POS,POS,NORM
ba3d9c5b	盘州	POS
1c612ccd	reverb,vr,惠普,wmr,4k分辨率,fov,系列	POS,POS,POS,POS,POS,POS,POS
80969e14	英伟达,英伟,市场,加密货币,gpu	POS,POS,POS,NORM,NORM
32eddbb9	谢霆锋,王菲,嘉年华	POS,POS,POS
493761f1	指数,创业板,创业板指数,a股	NORM,NORM,NORM,NEG
9ba3c8c8	李玟,佘诗曼	POS,POS
89b5a821	俄罗斯,俄罗斯联邦,联邦	NEG,POS,POS
818dd2ee	秦岚,酒店,新恋情	POS,NEG,NORM
0177d4c2	谢霆锋,杨幂,王菲	POS,POS,POS
9c813e0f	尤长靖,王思聪	NEG,POS
fcf42a87	王思聪,头像,花千芳,微博	POS,POS,POS,NEG
62ce7e8d	计划,信托计划,集合资金信托计划,集合资金信托,资金信托	POS,POS,POS,POS,NORM
13a9224d	微信,抖音,qq,腾讯,法院	NORM,NEG,NORM,NEG,NEG
c9e03e2f	贾乃亮,赵雅芝,苏有朋,电视剧	POS,POS,POS,POS
0717ecdd	黄子韬,吴倩,夜空中最闪亮的星,男二	POS,POS,POS,POS
5209fe21	华为,p30,预售	POS,POS,POS
ed0e77bb	手机,耗电	POS,NORM
abee94e0	苹果,王府井	POS,POS
618736d7	电缆	POS
6d04c5ad	镑美,王炸	NEG,NORM
c5817630	apple,圣荷西	POS,POS
87333479	郭麒麟,郭德纲	POS,POS
b928d51c	陈赫,乐园,跑男	POS,POS,POS
626d64a1	王思聪,花千芳	POS,POS
eb041396	终结者,终结者：黑暗命运,美国	POS,POS,NEG
6d9a54d5	舒淇	POS
f7980be3	运营商财经网,运营商,广州酒家,净利润	POS,POS,POS,POS
3b2b337f	monero,开源隐私,隐私,匿名技术,project	POS,NORM,NORM,POS,POS
793943c6	电视台,sbs电视台,sbs	POS,POS,NORM
10dc9ddd	金风科技,风能板块,金融界	POS,POS,POS
356092d5	空武器,萨姆,防空	NORM,NEG,NORM
2200a35d	网贷,中融投,邓永健,网贷天眼	NEG,NORM,NEG,NEG
856016a2	刘伟强,中国机长,川航,杜江,定档	POS,POS,POS,POS,POS
50788f57	3d彩票,彩票	NORM,NORM
a564d7a6	杨超越	NEG
1a4746d8	陈赫,迪士尼,张子萱	POS,POS,POS
28fa24bf	新元科技,股价	POS,POS
d89b370e	李相花,滑川康男,结婚,韩国	NEG,NEG,NEG,NEG
4f51a207	阿里,淘宝,阿里系,闲鱼	NEG,NORM,NEG,NORM
0a08bfeb	比伯夫妇,柠檬,柠檬树	POS,POS,POS
ae90add5	手机,天猫,vertu,奢侈品	POS,POS,POS,POS
d4f818be	数字货舱,g7,智能挂车	POS,POS,POS
1f960379	招商银行,乌鲁木齐分行,招商银行乌鲁木齐分行	POS,POS,POS
e3f3fd92	双氧水,行情,生意社	POS,POS,POS
4137bbc0	淘宝,网友,app	NEG,NEG,NORM
77e5d527	富力,毛利	POS,POS
2b31a1b0	淘宝,淘宝app,app,搜索,服务器	POS,NORM,NORM,NORM,NORM
d72c7a06	小程序,名片小程序,电子名片,手机,微信	NORM,NORM,NORM,NORM,NORM
bda48c51	sega,销售,ps4	POS,NORM,POS
d77d998c	android q,android	POS,POS
3c5fd857	艾建强,教授,许昌,城市	NORM,POS,NORM,POS
eab0fddd	朴孝敏,sandara,首尔时装周,活动	POS,POS,POS,POS
9a1f91e8	政府,阜阳市政府,刘存俊,阜阳市,副市长	POS,POS,POS,POS,POS
460967e3	科创板	POS
ec0d2c90	中国,商业模式	POS,NORM
083a0566	皮克斯,阿盖尔,通道,坎贝尔湾,希克森路保护区	POS,POS,POS,POS,POS
d2d3cef0	智能,jeep,pro,手机	POS,POS,POS,POS
12228dda	华为,ov,手机行业	POS,POS,POS
061d4466	券商,牛股,监管	NORM,NORM,NORM
2c4df5d0	电商,肖尚略,云集,上市	NORM,POS,POS,POS
3e90aa2c	张紫妍,韩国,胜利,柳飘飘,bigbang	NEG,NEG,NEG,NEG,POS
414c4c1b	股权质押风险,证券期货	NORM,NORM
3bec58d2	腾讯音乐,上市,双轮驱动,年报	POS,POS,POS,POS
0fe38b5f	都挺好,苏大强,谢广坤,乡村爱情	POS,NEG,POS,POS
c084677e	大会,泸州老窖	POS,POS
9dbab64b	亚马逊,欧洲,北美站,vat	NORM,NORM,NORM,NORM
97310548	麦肯锡,上市公司,香港分公司,香港	NORM,NORM,NORM,POS
85ff7d3c	韩国,票房	NEG,NORM
4702f6fe	郭帆,流浪地球,中国电影	POS,POS,POS
2c6888bf	app,外卖app,奶茶,生活,窃听	POS,NORM,NORM,NORM,NEG
250c2ef9	阴线,股民,股市	NORM,NORM,NORM
36e16fc8	技术,周边	POS,POS
02881bbc	阿里,盒马,微信,零售,喜茶咖啡,盒马小站,巨资,费列罗	POS,POS,POS,POS,POS,NORM,NORM,POS
e8b42a66	鲍方舟,事务所,锦天城律师事务所	POS,POS,POS
d47f9c2d	区块链,思维,用户运营,用户思维	NORM,NORM,NORM,NORM
e651486c	演唱会,张杰,未·live,平衡,佛山演唱会	POS,POS,POS,POS,POS
1e271d59	李嘉诚,香港,财富	POS,POS,POS
ef4e4a82	美国,制造业,蓝领工人,成金	NEG,POS,POS,POS
6840a9f1	香烟	NORM
ece756e5	地久天长,王小帅,贪心	POS,POS,POS
d3135f2b	年轻人,借钱	NORM,NORM
5604b88f	macd,指标,信号,时机,股票	NORM,NORM,NORM,NORM,NORM
62bd26a2	1919,操作系统	POS,POS
cbdcc416	facebook,扎克伯格,风格	NEG,POS,NORM
0d3b299e	小程序,商家,移动端,移动版	NORM,NORM,POS,POS
8495690a	compressor for mac,视频转码编辑工具,compressorformac	POS,POS,NORM
168350e8	美联储,招商宏观,联邦基金利率	POS,NORM,NORM
42a63c35	出货,科创板,上市辅导,华为,巨头	NORM,POS,NORM,POS,NORM
6fd31bee	安藤樱	POS
b880aded	企业	NORM
4f01739f	广发基金	POS
097ed877	分行,跨境移动支付,粤港澳大湾区,陈先生	POS,POS,POS,POS
64496561	课堂	POS
47375068	市场,晶圆厂,semi	POS,POS,POS
e5c9767d	黄奕,女儿,新浪娱乐,后果	NEG,NORM,POS,NEG
ed114190	结婚率,其身	POS,POS
e29203a2	中科聚信,信贷,银行,信贷业务,商业银行,金融科技,周期	POS,NORM,POS,NORM,POS,NORM,POS
3c66e303	北京,中介,3·17新政,3·17,天价	POS,NORM,POS,POS,POS
4437c7bf	苏大强,结婚	NEG,NORM
e8cece81	卖家,成本,跨境电商,上涨	NORM,NORM,NORM,NORM
892173e4		
8e5246db	计算,云计算	NORM,POS
fc176cf8	农产品,熊猫,熊猫指南,指南	POS,POS,POS,POS
adc31426	德邦,快递,孩子	POS,POS,NORM
edcdf5c1	毛泽东,思想	POS,POS
787e0260	小程序,计划,电视,华为电视,华为,腾讯,阿里巴巴,聚划算,繁星,腾讯q4,q4	POS,POS,POS,POS,POS,NEG,POS,POS,POS,POS,NEG
77ee6d66	科大讯飞,ccbn	POS,POS
4ea7ced3	iprdaily	NORM
b92488dc	挖掘机,市场	NORM,NORM
9ae3fa53	广发,明星基金	POS,POS
fa3125f5	预付卡,卡跑跑	NORM,NORM
6a415fdd	腾讯,福利,架构,调整	POS,POS,POS,POS
0bcdea9d	李富真,集团,三星集团,千金	POS,NEG,NEG,NORM
3c45f010	枪械	NORM
ad00302e	工业大麻,公司,机构,板块	NORM,NORM,NORM,POS
d647f1a3	金蝶软件,金蝶kis,账套	NORM,NORM,NORM
62805c5d	摄像头,市场,手机,厂商,出货,手机市场,光学	NORM,NORM,NORM,NORM,NORM,NORM,POS
00080c3f	reno,手机,reno手机,oppo,规格	POS,POS,POS,POS,NORM
4d9b360a	智慧医疗,医务人员,卫健委,智慧医院,国家卫健委	POS,POS,POS,POS,POS
53221d8e	孟山,孟山都,法庭,致癌,草甘膦,美联邦,德国	NEG,NEG,NEG,NEG,NEG,NEG,NEG
1528cd5c	创业,ai,汪玉,研究者	POS,POS,POS,POS
e6eda1fd	5g,时代,4g,时候,5g时代,才能,速度,2g,3g	POS,NORM,POS,NORM,NORM,POS,NORM,POS,POS
773978b5	白酒,低估值	POS,NORM
bdf94e9e	政策	POS
a29392dc	靖江,渣男	POS,POS
4b37994f	张柏芝,发博	POS,POS
8fad5be7	ai,教育,人工智能,在线教育,信任	POS,POS,POS,POS,NORM
01da6b61	鹿晗,黄子韬,吴亦凡	POS,POS,POS
13facdb1	易鑫集团	POS
09180433	销售	NORM
a1968c6f	中国移动,运营商,三大运营商	POS,POS,NORM
c09fab8b	食品添加剂,消费者,要求	NORM,NORM,POS
fe54b332	三星,内存芯片,需求,手机业务	POS,NORM,POS,POS
0c66c171	石化,聚丙烯,下线,橡胶	POS,NORM,POS,POS
7a606a2c	王晓晨,电视剧	POS,POS
e2aea1bd	巴西,特梅尔,联邦院	NEG,NEG,NEG
48320ce0	737max,波音,事故	POS,NEG,NEG
a7513aad	ing,北京银行,合资银行,外资控股	POS,POS,POS,POS
c73d6c4d	鸡蛋,价格	NORM,NORM
d3bbecad	抖音,大事件	POS,POS
a18c37e6	刘涛,幸福	POS,POS
311170e3	申联生物,科创板	NORM,NORM
588f9dcb	芝麻胡同,王鸥,何冰	POS,POS,POS
42d1aba0	王胜男,黑胶,葛仲珊,花粥,起家	POS,POS,POS,NORM,POS
87e77aa2	vivo,爱好者	POS,POS
57c1660d	ladygaga,复仇者联盟,婚约	POS,POS,POS
cede2648	直通车,淘宝,天猫	NORM,NORM,NORM
915ffc21	记者	POS
f843dd4d	科创板,临三维,公布	NORM,NORM,NORM
99009b8e	素媛,电影,原型	POS,NORM,POS
f7d584e7		
d08acf1c	企业,危险化学品,化学品	NORM,NORM,NORM
ee9174fb	三星	POS
58d31f92	螺纹,商品,商品期货,期货,黑色系,早盘	NEG,NEG,NEG,NEG,NEG,NORM
6d6f3b88	英伟达,人工智能,idc,gpu	POS,POS,POS,POS
032d530e	chinaplas,chinaplas2019	POS,POS
071eb193	海鲜,痛风	NORM,NORM
084c73a0	海军,pc,美国,近岸巡逻艇,美国海军,装备	POS,NORM,NORM,NORM,NORM,NORM
3df36fb2	前妻,演技,拍戏	NEG,NORM,NORM
cef7d5dc	公募,广电,大盘	NORM,NORM,NORM
b8672cda	视频,小米,app,短视频,新浪科技,收购	POS,POS,NORM,POS,POS,POS
c360620b	ipad air,苹果,ipad	POS,POS,POS
9566dfce	以色列,高地,戈兰,戈兰高地,特朗普,美国	NEG,NEG,NEG,POS,NEG,NEG
e972d90f	crm,应用	NORM,NORM
7df7a820	运营经理,经理,滨海金融,北京,数据运营经理,中国人寿	NORM,NORM,POS,POS,POS,POS
a5e2db38	腾讯,微信支付,财报	POS,POS,POS
cc72e681	中国航天,新加坡海事会	POS,POS
fea87311	银行,手机支付	POS,POS
0d370095	股市,微信,微信公众号,操盘狗,炒股	NORM,POS,POS,NORM,NORM
9821c27a	人民币,冥币,祭祀用品,清明节	NORM,NORM,NORM,NORM
a9125a33	chinaplas2019	POS
e7ce9d15	房价,新政,二手房价,317,马跃成	NORM,POS,NORM,POS,POS
72153b69	iqoo,小米,现货	POS,POS,NORM
075acea4	雏鹰农牧,股票,投资者,索赔,亏损	NEG,NORM,NORM,NORM,NORM
c402bbb2	中医,针灸,美军,中医疗法	POS,NORM,NEG,NORM
ee52baa6	全网sp许可证,材料	NORM,NORM
f8fd537f	巴西,雷亚尔,特梅尔,投资者,总统,佛朗哥,美元,汇率	NEG,NEG,NEG,NEG,NEG,NEG,NEG,NORM
a40a2514	多空,主力,豆粕,双方	NEG,POS,NEG,NORM
d72d8380	老师好,郭德纲,于谦	POS,POS,POS
c45b525e	5g,医疗,网络,赛亚科技,5g医疗	POS,POS,POS,POS,POS
ad44b755	网约车,单身女性,北京日报	POS,NORM,POS
78c0db88	圈地	POS
6b7361a2	人民币,冥币,祭祀用品	NORM,NORM,NORM
2e905bb1	投资者,模式,利益	NORM,NORM,NORM
9fe26fb0	宜信,宜信普惠,金融科技,小微企业,微企业	POS,POS,POS,POS,POS
8ccc49db	影视,阳光,于正	POS,NORM,POS
6c1f7228	ipo,80,拼多多,黄峥,李玉保,福布斯,多多	POS,POS,POS,POS,POS,POS,POS
2048edcc	滤芯,小米,app	NORM,POS,POS
4293513b	增值税,减税	NORM,NORM
252e9095	晶晨半导体,科创板,公布	POS,NORM,NORM
61bbed8e	商标,商标注册,申请商标,材料,法规,条件	NORM,NORM,NORM,NORM,NORM,NORM
65d1fe56	雷军,董明珠,小米,马云,躺枪	NEG,POS,POS,POS,NEG
719449c9	腾讯,业绩	NEG,NORM
5e5168f8	板块,创业,券商,创指,走势,股指	NEG,NEG,NEG,NEG,NEG,NEG
d122c148	郑爽,汪苏泷	POS,POS
6c5a2dca	纸钱,祭祖,清明祭祖,祭品	NORM,NORM,NORM,NORM
3240c790	汪苏泷,郑爽	POS,POS
4bbe4f12	人民币,冥币,祭祀用品	NORM,NORM,NORM
1e362a1b	人民币,冥币,祭祀用品,清明	NORM,NORM,NORM,POS
7d0a6791	工业大麻,沪指,逆市,三大股指,股指	NORM,NEG,NORM,NEG,NEG
f50863aa	5g,辽宁,东北	POS,POS,POS
bd577060	人民币,外汇,外汇储备	NORM,NORM,NORM
f044d6c5	章子怡,谢娜,摄影师,娜姐,价格	POS,POS,POS,POS,NORM
49ca914a	光年,世界	POS,NORM
98f82510	互联网+,hr,同行	POS,POS,POS
aa53d65a	perc电池,专利,韩华,趋势	NORM,NORM,NORM,NORM
daef27f8	睡眠产业,中国睡眠研究会	POS,POS
4cfb1748	曼加利亚,游艇	POS,POS
408dc39a	夸夸群,中国,潜伏,美媒	NORM,POS,NORM,NEG
71990259	杨超越,粉丝,古装,古装造型	POS,POS,POS,POS
91f9ddbf	协同部,中信集团,华中分公司	POS,POS,POS
99ee6298	环氧地坪,环氧地坪漆,青春	NORM,NORM,NORM
5709cdaf	歌手,陈楚生,京剧,吴青峰,龚琳娜,心魔	POS,POS,POS,POS,POS,POS
3118cd34	全民外贸,财富增值,理财	POS,POS,NORM
1f7982ee	理财,新投智富,好妻子	NORM,POS,POS
ad12c5ac	巴基斯坦,行动,突击行动	NEG,NEG,NEG
93e52d4e	高蜜,黄梦莹,演员,逆流而上的你	POS,POS,NORM,POS
9d304f4f	克劳锐,媒体,自媒体	POS,POS,POS
ecd7dec9	led灯杆屏,解决方案,智慧城市	NORM,POS,NORM
5b666708	美联储,拐点	NEG,POS
53562a5d	调整,大盘,周期	NORM,NORM,NORM
640f54a9	古天乐,亚洲,亚洲第一女神	POS,POS,POS
eb707918	社群,营销,社群营销	NORM,NORM,NORM
c469862f	华为,全面屏,华为p30	POS,POS,POS
0508f342	水果,芬芳	NORM,POS
e18b3061	财政部,财政政策	POS,POS
93a48fc9	华为,电视,华为电视,华星光电,意向书	POS,POS,POS,POS,POS
1f523841	金山云,两会	POS,POS
07a72512	销量作假,蔚来汽车,大幅裁员	NORM,POS,NORM
28095d9f	天猫,商家,天猫店	POS,NORM,NORM
a8e07687	快本,收视	POS,POS
bfa9ee4f	乔欣,事业心,小花,演员	POS,POS,POS,NORM
